filename,jitter,shimmer,hnr,label
LA_T_1138215,0.018018575100918786,0.091793062609547,11.933780374798916,1
LA_T_1271820,0.01634440526303526,0.08250795670521537,15.7497702602025,1
LA_T_1272637,0.02331310465451335,0.12707159830965412,9.40240573933065,1
LA_T_1276960,0.02028161403225969,0.07877042240487539,13.496305747758107,1
LA_T_1341447,0.020673542417382684,0.09844794376651167,11.82051715601536,1
LA_T_1363611,0.023010730414525195,0.09732928458788703,10.178130303335243,1
LA_T_1596451,0.018500391716985,0.10273551045346767,10.114452702897886,1
LA_T_1608170,0.017365901500772968,0.09733142031532563,11.189200377757402,1
LA_T_1684951,0.01613292929351069,0.08398918589101312,15.252537682652381,1
LA_T_1699801,0.022956993644963966,0.09526770964600242,11.65159475167387,1
LA_T_1703395,0.020649612025657876,0.09350412680451924,12.933703914899297,1
LA_T_1736342,0.01889122244939067,0.07601687771493705,12.552478429656597,1
LA_T_1779188,0.017512115439322726,0.0877650869422108,12.026615446162921,1
LA_T_1786825,0.015595807996926555,0.07236263344776721,12.949184936087217,1
LA_T_1787246,0.025543463228752755,0.10656450571755108,12.691852669388526,1
LA_T_1905558,0.019713115304845888,0.10228009544449074,10.5636723322233,1
LA_T_2205687,0.016890976296376,0.062136065393782865,16.09129420734085,1
LA_T_2220901,0.016944626615593632,0.08095816092385083,15.15944417025843,1
LA_T_2361751,0.014947813679355729,0.07361072278632201,12.978492851232108,1
LA_T_2373806,0.012630431428392628,0.08150271660562781,15.89099047735638,1
LA_T_2417641,0.019396364882224088,0.10353406107133477,12.854157075613092,1
LA_T_2520083,0.01630418969256772,0.0919639150580945,11.526169990554948,1
LA_T_2562689,0.029849750382396234,0.08819971337172479,11.003344162221746,1
LA_T_2564579,0.02928906927041112,0.15504760040189147,5.452611782406485,1
LA_T_2732709,0.027396727292601314,0.10416425187565569,11.934318119898162,1
LA_T_2759900,0.023859079113255088,0.09618442612760095,15.448878344077524,1
LA_T_2838981,0.025448111556762423,0.10583222707560787,11.10973461951237,1
LA_T_2873890,0.0202133556274366,0.07559598822952676,13.834934099760263,1
LA_T_2938316,0.023562358945206342,0.08356388721825118,11.014326300284672,1
LA_T_3131990,0.015264330389335633,0.07505305140376825,14.002831528619394,1
LA_T_3141223,0.020706992200161943,0.08449294071137663,13.951020890612307,1
LA_T_3167734,0.016348616043834162,0.07757589644324454,15.519380960566574,1
LA_T_3187715,0.018311280536449478,0.07542185540076161,13.754684279456104,1
LA_T_3215578,0.01626474042162237,0.08690520629833719,14.527777055732221,1
LA_T_3247389,0.021677358592125454,0.08393241950533249,13.708347338669522,1
LA_T_3346004,0.017026403175292668,0.08792077254530921,12.703069169652764,1
LA_T_3441957,0.021146536341590107,0.08015561865776373,11.554478658001948,1
LA_T_3561136,0.024664953599663513,0.0890739106461308,11.69727081336361,1
LA_T_3576775,0.013877289358440341,0.08504314567352562,15.849924562349964,1
LA_T_3580508,0.0173571970710062,0.11725730749760117,11.743408088444994,1
LA_T_3635733,0.018806436527643414,0.09759143898668855,16.58673451833267,1
LA_T_3636245,0.018659975976952427,0.1057116145749311,10.747596611048207,1
LA_T_3810183,0.02784644071254442,0.07221393693990091,12.92259996490896,1
LA_T_3849267,0.026831192657684584,0.09066619685055273,8.489917747439302,1
LA_T_3995089,0.023196101670802084,0.09448459141950646,12.738532066054885,1
